OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
723,4.80291E+11,4.80291E+11,48,29,110300,3,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,190.8820319,0,190.8820319,189.79718,371,248,200,0.609,32,0.16,62,0.31,106,0.53,316,78,129,109,0.246835443,1144,7,0,201,593,343,7,0,201,589,343,1,3,0,634,274,236,0.554195804,1.306657981,1.954718189,6.027486815,0.036881475,0,1.059025218,3.124387833,1.807192288,0.036881475,0,1.059025218,3.103312705,1.807192288,0.005268782,0.015806347,0,7.334144796,0,5.72,0.749109249,0.645247586,0.592387264,0.510432955,0.810586005,0.531866752,0.560210731,0.392705683,0.489768977,0.432876712,0.276223776,0.484917637,39.99246768,8.691616792,5.47234788,25.82850301,229.1777784,30.17570561,53.64569885,23.46999325,144.1728157,73.76283592,226.65,0,0,30,100.5856854,0.080862534,180130,145941,173112,102114,0.001117561,0.818107086,0.001052604,0.873814485,0.001695266,0.52321828,0.001730867,0.5237448,19,9,20,19,17.66666667,4779.838609,772486.3106
724,4.80291E+11,4.80291E+11,48,29,131401,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,1689.95866,22.2229385,1667.735721,1667.735721,6846,1781,1693,0.568,23,0.013585351,363,0.214412286,1307,0.772002363,2131,485,904,742,0.227592679,702,13,10,261,393,25,13,10,261,393,25,0,0,0,44,109,549,0.062678063,1.067915004,4.104966939,0.420930002,0.007795,0.005996154,0.156499616,0.235648847,0.014990385,0.007795,0.005996154,0.156499616,0.235648847,0.014990385,0,0,0,1.488845006,0,0.414648553,0.587676777,0.587676777,0.587676777,0.454847739,0.492335108,0.510505584,0.525873983,0.725310864,0.186009539,0.495587716,3.035612536,0.130600461,8.577843657,1.166757905,1.110563934,6.300521817,25.84965918,1.535015391,0.383753848,0,30.31655397,5.372553868,0,0,0,4,1.535015391,0.000584283,96910,88953,7732,7463,0.000601248,0.440141885,0.000641576,0.532601667,7.57186E-05,0.023369401,0.0001265,0.03827788,10,7,7,20,11.83333333,15203.84502,6839167.655
725,4.80291E+11,4.80291E+11,48,29,131401,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,280.2588432,0,280.2588432,280.2588432,3746,1235,1099,0.583,0,0,241,0.219290264,858,0.780709736,1602,387,652,563,0.241573034,83,21,0,9,53,0,21,0,9,1,0,0,52,0,52,20,11,0.626506024,4.406640611,13.36621516,0.296154794,0.074930731,0,0.03211317,0.189110893,0,0.074930731,0,0.03211317,0.00356813,0,0,0.185542763,0,4.702795405,0,0.075523203,0.796495586,0.543692821,0.674321787,0.449547858,0.227695385,0.282895577,0.309297995,0.009147263,0.043353356,0.09851632,19.30120482,1.12691E-08,21.53337059,0.70633858,0,20.82703201,80.71623982,0,0,0,86.7769228,22.83603232,138.14,0,0,2,4.567206463,0.000533903,111954,100873,22829,21368,0.000694584,0.50846811,0.00072755,0.603972075,0.000223562,0.068998972,0.000362195,0.10959691,3,7,12,20,12.33333333,6259.019413,1134189.935
726,4.80292E+11,4.80292E+11,48,29,181004,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,276.0776641,0,276.0776641,276.07766,3009,1759,1557,0.759,89,0.057161207,1169,0.750802826,299,0.192035967,1668,419,641,608,0.251199041,4279,660,770,179,2244,426,660,770,179,808,426,356,1080,0,815,1478,1986,0.190465062,6.371395643,10.89910716,15.49926206,2.39063168,2.789070293,0.648368289,8.12814771,1.543044084,2.39063168,2.789070293,0.648368289,2.926712723,1.543044084,1.289492239,3.911942748,0,21.8706577,0,2.748233783,0.806425575,0.806425575,0.939674056,0.879332862,0.854839376,0.684149651,0.751418101,0.433010031,0.825740944,0.560955103,0.389810703,0.543248024,17.15926882,5.282206132,2.1485293,9.728533384,61.84462642,13.90912957,16.22731783,2.318188261,62.59108304,6.954564783,450.62,0,0,7.33,16.99231995,0.002436025,211293,151403,108496,55191,0.001310902,0.959641928,0.001091999,0.906517938,0.001062489,0.327921175,0.000935506,0.283075771,20,20,11,16,15.66666667,5454.403693,1117272.608
727,4.80292E+11,4.80292E+11,48,29,171925,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,350.3047744,1.6941176,348.6106568,348.61066,2012,775,758,0.718,0,0,244,0.321899736,514,0.678100264,1103,265,350,488,0.240253853,618,73,9,361,42,133,73,9,361,24,133,0,18,0,260,277,81,0.420711974,2.223110446,5.771481572,1.772751298,0.209402661,0.025816766,1.035539189,0.120478244,0.381514438,0.209402661,0.025816766,1.035539189,0.068844711,0.381514438,0,0.051633533,0,3.995861744,0,0.81530343,0.709113882,0.709113882,0.662860176,0.571156232,0.670034478,0.708536741,0.711977906,0.895199938,0.469961977,0.718187101,1.784789644,0.456215659,12.726322,1.769608433,2.734547829,8.22216574,50.19972757,3.671717932,3.671717932,3.671717932,55.07576899,7.343435865,647.76,0,0,2.33,4.277551391,0.001158052,129228,125716,56170,30069,0.000801755,0.586922459,0.000906731,0.752718302,0.000550067,0.169769691,0.00050968,0.154224518,15,11,9,14,12,5985.988016,1417665.705
728,4.80292E+11,4.80292E+11,48,29,172007,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,1226.214723,0.8221017,1225.392622,1202.24758,4731,1385,1263,0.58,2,0.001583531,210,0.166270784,1051,0.832145685,2530,533,731,1266,0.210671937,101,3,1,7,90,0,3,1,7,50,0,0,40,0,48,31,22,0.475247525,1.152008973,3.935129568,0.084009319,0.002495326,0.000831775,0.005822428,0.074859789,0,0.002495326,0.000831775,0.005822428,0.041588772,0,0,0.033271017,0,1.236018292,0,0.079968329,0.315872322,0.272077609,0.652424048,0.504960576,0.184168658,0.269813406,0.296430038,0.021585968,0.041804636,0.076776891,25.04950495,3.5928E-11,9.899852778,0.12479927,1.397563107,8.377490401,29.60657618,0,5.222815845,1.044563169,26.63636081,7.311942182,-99999,0,0,-99999,-99999,-99999,84166,92256,-99999,-99999,0.000522182,0.382261705,0.000665399,0.552378215,-99999,-99999,-99999,-99999,3,8,7,1,4.5,10977.68401,4962421.945
729,4.80292E+11,4.80292E+11,48,29,181722,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,134.9729388,0,134.9729388,134.97294,1513,415,415,0.612,0,0,35,0.084337349,380,0.915662651,808,164,254,390,0.202970297,22,0,0,6,16,0,0,0,6,15,0,0,1,0,4,6,12,0.181818182,3.074690379,11.20965432,0.162995635,0,0,0.044453355,0.11854228,0,0,0,0.044453355,0.111133387,0,0,0.007408892,0,3.237686013,0,0.053012048,0.845350937,0.364072832,0.688125304,0.363550934,0.20846612,0.18785076,0.199247088,0.000340117,0.028664495,0.053012048,36.72727273,0,19.42271926,0,0,19.42271926,94.8717581,0,0,0,113.8005895,18.96676491,466.71,0,0,1,4.741691229,0.000660939,113307,118576,14759,12100,0.000702978,0.51461311,0.000855233,0.709967907,0.000144533,0.044607991,0.000205099,0.062061148,3,5,14,16,11.33333333,3581.021303,546227.8307
730,4.80292E+11,4.80292E+11,48,29,181730,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,212.8030142,0,212.8030142,212.8030142,2803,991,940,0.558,0,0,335,0.356382979,605,0.643617021,1454,315,549,590,0.216643741,57,0,1,32,7,17,0,1,32,4,17,0,3,0,15,30,12,0.263157895,4.656888925,13.17180591,0.267853349,0,0.004699182,0.15037381,0.032894271,0.079886087,0,0.004699182,0.15037381,0.018796726,0.079886087,0,0.014097545,0,4.924742274,0,0.060638298,0.73102086,0.629667096,0.681775914,0.527678216,0.172141491,0.205858351,0.208727551,0.000102342,0.03986014,0.075446724,25.50877193,2.2697E-11,21.42471465,0,3.023946717,18.40076793,63.17805248,0,0,12.02990479,63.15700015,9.022428593,-99999,0,0,1.33,3.999943343,0.000474492,114091,113864,-99999,-99999,0.000707842,0.518173849,0.000821248,0.681755041,-99999,-99999,-99999,-99999,2,9,11,1,5.833333333,3848.091776,861204.4452
731,4.80292E+11,4.80292E+11,48,29,181731,3,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,181.4294685,0,181.4294685,181.4294685,2369,707,707,0.631,0,0,175,0.247524752,532,0.752475248,1062,225,349,488,0.211864407,44,0,0,13,15,16,0,0,13,9,16,0,6,0,11,21,12,0.25,3.896831126,13.05741575,0.242518486,0,0,0.071653189,0.082676757,0.08818854,0,0,0.071653189,0.049606054,0.08818854,0,0.033070703,0,4.139349612,0,0.062234795,0.996667055,0.680331106,0.955342896,0.636895264,0.207183734,0.273617266,0.293125499,0.00371169,0.036469126,0.079566004,24.13636364,8.9537E-11,17.20844631,0,0,17.20844631,67.04798344,0,0,0,74.07837388,17.63770807,820.77,0,0,1.33,4.691630346,0.000561418,102124,103283,25220,14126,0.000633597,0.463822617,0.000744932,0.61840183,0.000246977,0.076225594,0.000239441,0.072452544,3,13,11,14,11,5261.980273,734234.9616
732,4.80291E+11,4.80291E+11,48,29,120902,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,466.8203316,0.2960258,466.5243058,466.52431,1709,990,895,0.52,16,0.017877095,408,0.455865922,471,0.526256983,779,183,249,347,0.23491656,616,51,31,111,391,32,51,31,111,196,32,0,195,0,123,231,262,0.199675325,2.122075911,3.663260335,1.320402789,0.109319062,0.066448842,0.237929723,0.838112809,0.068592353,0.109319062,0.066448842,0.237929723,0.42012816,0.068592353,0,0.417984649,0,3.4424787,0,0.688268156,0.688226645,0.688226645,0.863745624,0.744250016,0.629308051,0.602974172,0.64527299,0.711225289,0.529892473,0.883154122,1.26461039,0.76750492,23.03031994,1.926167537,2.051328294,19.05282411,123.0546818,4.115541197,20.57770599,8.231082394,116.6070006,23.32140012,-99999,0,0,7.33,10.05563899,0.004289058,163943,124996,-99999,-99999,0.001017134,0.744589629,0.000901538,0.748407338,-99999,-99999,-99999,-99999,14,17,16,1,10.83333333,5767.454366,1889197.197
733,4.80291E+11,4.80291E+11,48,29,120800,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,201.7830955,0,201.7830955,195.18176,925,275,275,0.617,0,0,66,0.24,209,0.76,372,55,80,237,0.147849462,371,3,15,3,328,22,3,15,3,136,22,0,192,0,65,155,151,0.175202156,1.408943131,4.739172349,1.900792369,0.015370289,0.076851443,0.015370289,1.680484898,0.11271545,0.015370289,0.076851443,0.015370289,0.696786421,0.11271545,0,0.983698477,0,3.3097355,0,1.349090909,0.300764864,0.300764864,0.604948938,0.521256773,0.535821281,0.444436611,0.492696807,0.481592856,0.572530864,0.998654105,1.002695418,0.997308212,19.84012981,4.468000545,0.008093409,15.36403585,49.70406453,9.515167736,0,0,41.23239352,22.20205805,788.58,0,0,5,15.85861289,0.005405405,184880,139423,112883,38226,0.001147031,0.839680442,0.001005593,0.834788284,0.001105451,0.34118056,0.000647944,0.196061938,11,9,9,14,11,3623.717128,816606.7362
734,4.80291E+11,4.80291E+11,48,29,121702,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,764.4058268,1.6839865,762.7218403,579.55839,3477,1382,1268,0.566,43,0.033911672,355,0.279968454,870,0.686119874,1180,237,386,557,0.200847458,697,334,149,66,16,132,334,13,66,12,132,0,4,136,139,298,260,0.199426112,2.384574227,5.999395505,1.202639824,0.576300862,0.257092301,0.113879811,0.027607227,0.227759622,0.576300862,0.022430872,0.113879811,0.02070542,0.227759622,0,0.006901807,0.234661429,3.587214051,0,0.549684543,0.812274506,0.812274506,0.710987432,0.665331356,0.62174805,0.660903869,0.720576309,0.989347168,0.333972209,0.742674481,1.692969871,0.500088663,11.93128313,2.676125788,0.607272619,8.647884725,38.89145221,2.517300408,0,1.678200272,39.4377064,10.90830177,-99999,0,0,-99999,-99999,-99999,118387,105623,-99999,-99999,0.000734495,0.537685247,0.000761809,0.632412463,-99999,-99999,-99999,-99999,14,14,8,1,7.666666667,9226.034735,3093508.479
735,4.80291E+11,4.80291E+11,48,29,121909,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,1014.113473,0,1014.113473,1014.113473,3337,1312,1312,0.717,37,0.02820122,370,0.282012195,905,0.689786585,1181,227,363,591,0.192209992,618,180,40,92,98,208,180,40,92,22,208,0,76,0,240,208,170,0.388349515,1.293740824,3.290558787,0.60939926,0.17749493,0.039443318,0.090719631,0.096636129,0.205105253,0.17749493,0.039443318,0.090719631,0.021693825,0.205105253,0,0.074942304,0,1.903140084,0,0.471036585,0.918674036,0.918674036,0.872324487,0.751642029,0.614182684,0.703070096,0.764518984,0.894349845,0.312515803,0.68704836,1.911003236,0.4021206,13.22520642,3.895612566,1.603501602,7.726092252,28.40865521,8.835303186,3.786558508,0.631093085,24.6126303,8.835303186,-99999,0,0,-99999,-99999,-99999,116266,103495,-99999,-99999,0.000721336,0.528052176,0.000746461,0.619671169,-99999,-99999,-99999,-99999,14,17,7,1,7.833333333,9889.687808,4104063.197
736,4.80291E+11,4.80291E+11,48,29,121809,3,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,158.4086441,0,158.4086441,158.4086441,1839,641,604,0.655,21,0.034768212,216,0.357615894,367,0.607615894,713,153,237,323,0.214586255,178,19,10,1,35,113,19,10,1,0,113,0,35,0,78,67,33,0.438202247,4.046496349,11.60921495,1.123676053,0.11994295,0.063127868,0.006312787,0.220947539,0.71334491,0.11994295,0.063127868,0.006312787,0,0.71334491,0,0.220947539,0,5.170172402,0,0.294701987,0.644915205,0.644915205,0.644915205,0.499148911,0.431222102,0.582616656,0.647784069,0.961655351,0.176499752,0.399551066,4.005617978,0.04950815,15.87737954,0,1.972783846,13.90459569,63.31775679,0,4.040183562,0,60.60275343,20.20091781,-99999,0,0,-99999,-99999,-99999,117532,105985,-99999,-99999,0.000729191,0.533802043,0.00076442,0.63457992,-99999,-99999,-99999,-99999,8,8,11,1,6.666666667,4422.244696,641071.919
737,4.80291E+11,4.80291E+11,48,29,121810,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,362.9580241,0.2243668,362.7336573,362.7336573,3426,1079,1051,0.566,14,0.013320647,214,0.203615604,823,0.783063749,1589,306,492,791,0.192573946,401,5,2,105,285,4,5,2,105,266,4,0,19,0,76,212,113,0.189526185,2.974634359,9.444946536,1.105494326,0.013784219,0.005513687,0.289468589,0.785700456,0.011027375,0.013784219,0.005513687,0.289468589,0.733320426,0.011027375,0,0.05238003,0,4.080128685,0,0.381541389,0.447755674,0.447755674,0.499348502,0.430265718,0.439969014,0.450473336,0.471300637,0.787633175,0.209563627,0.403015075,3.962593516,0.051684698,18.42004863,3.55636402,3.02490784,11.83877677,52.95257171,5.293139915,7.057519887,7.057519887,56.46015909,3.528759943,-99999,0,0,-99999,-99999,-99999,128427,117191,-99999,-99999,0.000796786,0.583284509,0.000845244,0.701675289,-99999,-99999,-99999,-99999,8,6,10,1,6,6109.793382,1468872.893
738,4.80292E+11,4.80292E+11,48,29,191806,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,315.4508252,0,315.4508252,315.4508252,1521,691,645,0.556,0,0,380,0.589147287,265,0.410852713,763,141,151,471,0.184796855,954,404,62,13,112,363,404,62,13,61,363,11,40,0,370,402,182,0.387840671,2.190515747,4.821670696,3.024243159,1.280706746,0.196544105,0.041210861,0.355047415,1.150734032,1.280706746,0.196544105,0.041210861,0.193374038,1.150734032,0.034870728,0.126802648,0,5.214758906,0,1.479069767,0.757543247,0.757543247,0.68245662,0.638632651,0.782343339,0.720989233,0.799493214,0.473201193,0.770909091,0.888759464,0.799790356,0.818559129,17.05133844,3.989144784,4.350454635,8.711739023,47.35926746,4.057684741,12.17305422,4.057684741,46.66337452,4.057684741,-99999,0,0,3,6.086527112,0.001972387,114424,98585,-99999,-99999,0.000709908,0.519686255,0.000711048,0.590272788,-99999,-99999,-99999,-99999,18,13,9,1,8.5,4809.276381,1276612.274
739,4.80292E+11,4.80292E+11,48,29,191814,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,1819.079529,10.0836568,1808.995873,1808.995873,2680,931,831,0.58,0,0,133,0.160048135,698,0.839951865,979,213,250,516,0.217568948,435,32,22,269,79,33,32,22,269,78,33,1,0,0,115,158,162,0.264367816,0.514650152,1.481484862,0.240464894,0.017689371,0.012161443,0.148701279,0.043670636,0.018242164,0.017689371,0.012161443,0.148701279,0.043117843,0.018242164,0.000552793,0,0,0.755115045,0,0.523465704,0.711779232,0.711779232,0.646232627,0.556829036,0.578768457,0.621648068,0.615688224,0.464852304,0.27929374,0.615275813,2.250574713,0.286340186,5.76194129,0.350805069,0.56552256,4.845613661,14.98254386,0.35378743,0.707574859,0.35378743,15.92043433,3.537874296,-99999,0,0,-99999,-99999,-99999,50786,46613,-99999,-99999,0.000315086,0.230657783,0.000336198,0.279093021,-99999,-99999,-99999,-99999,13,10,6,1,6.166666667,11554.79679,7361710.345
740,4.826E+11,4.826E+11,48,259,970402,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,18370.01569,0,18370.01569,18198.40014,2916,1037,1037,0.555,0,0,158,0.152362584,879,0.847637416,1339,230,329,780,0.171769978,473,90,18,73,172,120,90,18,73,110,120,0,62,0,84,162,227,0.177589852,0.056983031,0.160233865,0.025991296,0.00494549,0.000989098,0.004011342,0.00945138,0.006593986,0.00494549,0.000989098,0.004011342,0.006044487,0.006593986,0,0.003406893,0,0.082974327,0,0.456123433,0.897416454,0.897416454,0.9387643,0.80889017,0.599468638,0.707650713,0.769490753,0.904994522,0.279138389,0.522075055,2.830866808,0.16027458,2.796360085,0.38157544,2.335700936,0.079083708,2.83488054,1.463254058,3.727813909,0.243875676,0.104518147,0.034839382,-99999,0,0,-99999,-99999,-99999,23061,21242,-99999,-99999,0.000143075,0.104737509,0.000153209,0.127185419,-99999,-99999,-99999,-99999,13,19,3,1,6.666666667,45046.21747,74342423.17
741,4.826E+11,4.826E+11,48,259,970302,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,34697.55516,76.578761,34620.9764,33192.77137,858,457,373,0.641,0,0,22,0.058981233,351,0.941018767,365,82,91,192,0.224657534,143,1,4,32,8,98,1,4,32,8,98,0,0,0,38,54,51,0.265734266,0.013768058,0.025849002,0.004308167,3.0127E-05,0.000120508,0.000964065,0.000241016,0.00295245,3.0127E-05,0.000120508,0.000964065,0.000241016,0.00295245,0,0,0,0.018076225,0,0.383378016,0.553012904,0.553012904,0.553012904,0.428018733,0.467072907,0.483761934,0.515268527,0.904639011,0.285714286,0.562992126,2.552447552,0.211729121,0.924662038,0.055316363,0.736575917,0.132769758,0.739787339,0.147887221,0.998238744,0.036971805,0.055457708,0,-99999,0,0,-99999,-99999,-99999,4434,3293,-99999,-99999,2.75094E-05,0.02013816,2.37509E-05,0.019716674,-99999,-99999,-99999,-99999,9,6,1,1,3.166666667,50808.39358,140419096.5
742,4.81852E+11,4.81852E+11,48,185,180101,2,,,,,0,0,0,25239.18738,364.5686219,24874.61876,24874.61876,3123,757,697,0.646,70,0.100430416,213,0.305595409,414,0.593974175,903,236,328,339,0.261351052,698,61,89,494,12,42,61,89,494,5,42,0,7,0,77,158,463,0.110315186,0.030432627,0.125549663,0.028060732,0.002452299,0.003577944,0.019859601,0.000482419,0.001688468,0.002452299,0.003577944,0.019859601,0.000201008,0.001688468,0,0.000281411,0,0.058493359,0,1.00143472,0.596011033,0.596011033,0.541880451,0.466913548,0.654726337,0.673760285,0.627613536,0.545717165,0,0,1.293696275,0.745502885,2.14494451,0.665734009,0.880536348,0.598674153,1.553004706,1.26072284,1.56947129,0.10291615,0.488851713,0.077187113,-99999,0,0,-99999,-99999,-99999,12271,13944,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,15,7,2,1,4.666666667,63635.60246,102141586.2
743,4.81852E+11,4.81852E+11,48,185,180400,1,,,,,0,0,0,7813.215515,350.1990156,7463.016499,7463.016499,2303,65,54,0.947,0,0,6,0.111111111,48,0.888888889,571,160,204,207,0.280210158,43,0,20,0,23,0,0,0,0,0,0,23,0,20,3,13,27,0.069767442,0.008709615,0.308588357,0.005761745,0,0.002679882,0,0.003081864,0,0,0,0,0,0,0.003081864,0,0.002679882,0.01447136,0,0.796296296,0.99648599,0.429163156,0.99648599,0.332161997,0.903771967,0.468185733,0.521223101,0.793290868,0,0,13.27906977,4.64802E-06,2.308519868,0.25211413,1.769728381,0.286677357,2.402288673,0.514537252,3.17297972,0.171512417,0.171512417,0,-99999,0,0,-99999,-99999,-99999,43,571,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,20,4,3,1,5.333333333,49025.37867,31619652.94
744,4.81852E+11,4.81852E+11,48,185,180200,5,,,,,0,0,0,57255.00949,600.1651285,56654.84436,56654.84436,1520,629,534,0.453,51,0.095505618,123,0.230337079,360,0.674157303,665,140,222,303,0.210526316,204,6,2,170,26,0,6,2,170,22,0,0,4,0,56,64,84,0.274509804,0.011102316,0.026829127,0.003600751,0.000105904,3.53015E-05,0.003000626,0.000458919,0,0.000105904,3.53015E-05,0.003000626,0.000388316,0,0,7.0603E-05,0,0.014703067,0,0.382022472,0.406512507,0.350150815,0.384148796,0.297321961,0.463093277,0.352977573,0.287911533,0.028021972,0,0,3.259803922,0.104370948,1.556602124,0.285536282,0.937046843,0.334018999,0.700709012,0.530934298,0.937607377,0.045185898,0.045185898,0,-99999,0,0,-99999,-99999,-99999,1806,3360,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,9,4,1,1,2.833333333,70629.24108,231707870.9
745,4.81852E+11,4.81852E+11,48,185,180302,2,,,,,0,0,0,84410.72325,829.1074792,83581.61577,83581.61577,1476,930,553,0.562,29,0.05244123,113,0.204339964,411,0.743218807,679,171,275,233,0.251840943,114,10,2,91,1,10,10,0,91,1,10,0,0,2,15,30,69,0.131578947,0.011126849,0.017659386,0.001363936,0.000119644,2.39287E-05,0.001088756,1.19644E-05,0.000119644,0.000119644,0,0.001088756,1.19644E-05,0.000119644,0,0,2.39287E-05,0.012490785,0,0.206148282,0.446927373,0.446927373,0.446927373,0.345911074,0.323856263,0.292363286,0.25690282,0.002478752,0,0,5.956140351,0.007040048,1.454034725,0.320914558,0.730141972,0.402978195,0.919237554,0.597260528,1.06434889,0.168458098,0.06125749,0,-99999,0,0,-99999,-99999,-99999,4627,4964,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,5,5,1,1,2.333333333,101340.7304,341605559.4
746,4.81852E+11,4.81852E+11,48,185,180301,1,,,,,0,0,0,70918.66937,3217.236811,67701.43256,67681.11863,1614,815,581,0.579,7,0.012048193,188,0.323580034,386,0.664371773,672,146,233,293,0.217261905,151,20,50,41,18,22,20,36,41,18,22,0,0,14,34,65,52,0.225165563,0.012041763,0.023847124,0.002231051,0.000295503,0.000738758,0.000605782,0.000265953,0.000325054,0.000295503,0.000531906,0.000605782,0.000265953,0.000325054,0,0,0.000206852,0.014272814,0,0.25989673,0.945611609,0.945611609,0.958970979,0.82630134,0.459289417,0.506549593,0.535491671,0.14412988,0,0,4.450331126,0.031735126,1.594553878,0.319315279,0.763658767,0.511579832,1.169558708,0.746808422,1.115485997,0.056719627,0.397037389,0.103985983,-99999,0,0,-99999,-99999,-99999,5102,5462,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,9,19,2,1,5.666666667,91731.9174,287003947.1
747,4.80291E+11,4.80291E+11,48,29,121506,4,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,94.3882464,0,94.3882464,94.3882464,1082,335,335,0.494,0,0,121,0.36119403,214,0.63880597,469,139,197,133,0.296375267,64,0,0,0,60,4,0,0,0,56,4,0,4,0,35,19,10,0.546875,3.549170715,11.46329168,0.678050525,0,0,0,0.635672367,0.042378158,0,0,0,0.593294209,0.042378158,0,0.042378158,0,4.22722124,0,0.191044776,0.337290067,0.145262925,0.421817199,0.222854814,0.434943844,0.420708823,0.468367876,0.443310766,0.111692845,0.240150094,7.328125,0.001785378,21.05903027,0,0.956591696,20.10243858,72.361552,0,6.780505247,0,101.7075787,0,-99999,0,0,-99999,-99999,-99999,116725,103248,-99999,-99999,0.000724184,0.530136843,0.00074468,0.618192269,-99999,-99999,-99999,-99999,8,3,12,1,6.166666667,3406.019324,381984.7577
748,4.80292E+11,4.80292E+11,48,29,152202,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,1663.912837,1.6691605,1662.243677,1662.243677,1427,452,392,0.647,0,0,118,0.301020408,274,0.698979592,631,171,281,179,0.270998415,82,8,2,56,0,16,8,2,56,0,16,0,0,0,17,41,24,0.207317073,0.271921624,0.858478224,0.049330914,0.004812772,0.001203193,0.033689405,0,0.009625544,0.004812772,0.001203193,0.033689405,0,0.009625544,0,0,0,0.321252538,0,0.209183673,0.646996273,0.557292256,0.646996273,0.431330849,0.38259903,0.35424527,0.337832599,0.033673682,0.108681246,0.230014025,7.695121951,0.001236931,6.263106748,1.746804474,0.941864392,3.574437882,13.09574541,0.770043537,1.540087074,0,13.47576189,3.080174147,-99999,0,0,-99999,-99999,-99999,46479,44440,-99999,-99999,0.000288365,0.211096426,0.000320525,0.266082292,-99999,-99999,-99999,-99999,7,6,5,1,4.166666667,13417.96152,6733764.764
